X,Y,OBJECTID,FREGUESIA,MORADA,MORADA_DETALHE,LOCALIZACAO,TIPO_ESTACIONAMENTO,COD_SIG_PROPOSTA,NUM_SUPORTES,ESTADO,COD_SIG_HS,COD_SIG,IDTIPO,SE_ANNO_CAD_DATA,DATA_INSTALACAO,COBERTO,GlobalID
-9.13761380286033,38.7287487169733,252,ARROIOS,R José Estevão 33,Lugar tarifado isolado após lugares reservados a Hotel,Lugar estacionamento automóvel,HOTSPOT,150574,2,CONCLUÍDO,150574,5835,9222,,1970/01/01 00:00:00+00,,8ddf9c63-35cf-4014-8b9e-866007af0357
-9.1425474249609,38.7270239417323,253,ARROIOS,"R Bernardino Ribeiro, 16",Primeiro lugar de estacionamento após a passadeira,Lugar estacionamento automóvel,HOTSPOT,89931,2,CONCLUÍDO,89931,5836,9222,,1970/01/01 00:00:00+00,,8000d793-25ef-4420-b743-da69a5c72e5d
-9.14345351606209,38.7263578147226,254,SANTO ANTÓNIO,"R Bernardino Ribeiro, 28",Último lugar de estacionamento antes do cruzamento,Lugar estacionamento automóvel,HOTSPOT,89913,2,CONCLUÍDO,89913,5837,9222,,1970/01/01 00:00:00+00,,147a492e-bbfe-435c-b11a-e9835b73f653
-9.13958601274412,38.7307529592398,255,ARROIOS,R Alexandre Braga 20,Último lugar tarifado antes entrada garagem,Lugar estacionamento automóvel,HOTSPOT,86502,2,CONCLUÍDO,86502,5838,9222,,1970/01/01 00:00:00+00,,12b510d5-e67f-4fae-bb33-b2eea8221a89
-9.14052526425574,38.7292749969026,256,ARROIOS,"R General Garcia Rosado 1, do lado oposto da via",Primeiro estacionamento tarifado do lado esquerdo da via antes do cruzamento com R Dona Estefânia e do olado oposto de um lugar de estacionamento para motociclos,Lugar estacionamento automóvel,HOTSPOT,96224,2,CONCLUÍDO,96224,5839,9222,,1970/01/01 00:00:00+00,,f4a06ca7-9883-4837-918f-bfaec3dd13f8
-9.14038313281148,38.7221625615629,257,ARROIOS,"Campo Mártires da Pátria, 50 (lado oposto da via)",Primeiro lugar de estacionamento  ao lado do jardim,Lugar estacionamento automóvel,HOTSPOT,83453,2,CONCLUÍDO,83453,5840,9222,,1970/01/01 00:00:00+00,,de50e7a0-52a1-4b85-8f37-e7c6c3ecadc8
-9.13943278890273,38.7225136169943,258,ARROIOS,"Campo Mártires da Pátria, 117 (lado oposto da via)",Primeiro lugar de estacionamento após o lugar reservado a utilizador de mobilidade reduzida,Lugar estacionamento automóvel,HOTSPOT,83448,2,CONCLUÍDO,83448,5841,9222,,1970/01/01 00:00:00+00,,926dddac-a82e-4fa8-a4b8-041a4f28f339
-9.14235483694377,38.7232330910202,259,ARROIOS,Esquina da Calçada de Santo António com o Jardim da Paz,Último lugar de estacionamento antes da passadeira ,Lugar estacionamento automóvel,HOTSPOT,73549,2,CONCLUÍDO,73549,5842,9222,,1970/01/01 00:00:00+00,,2618e9f3-2603-4945-abdb-18b952f446e5
-9.14068615162479,38.7571365902358,260,ALVALADE,"R João Saraiva, na fachada lateral do Pingo Doce",por baixo do outdoor,Passeio,HOTSPOT,822,2,CONCLUÍDO,822,5843,9222,,1970/01/01 00:00:00+00,,d20b195b-6d7b-433e-a625-b0a229b5955c
-9.16008578132677,38.7726585290864,261,LUMIAR,R Cordeito Ferreira ao lado da saída do Metro,na lateral das escadas metro,Passeio,HOTSPOT,751,2,CONCLUÍDO,751,5844,9222,,1970/01/01 00:00:00+00,,c427fda4-decc-4e81-873c-db40fdaedb15
-9.15572934386426,38.7746690668645,262,LUMIAR,"Av David Mourão-Ferreira, 62 ","Em frente ao Solinca, no passeio, antes do espaço dedicado paragem autocarros, e após acesso parque de estacionamento",Passeio,HOTSPOT,1734,2,CONCLUÍDO,1734,5845,9222,,1970/01/01 00:00:00+00,,f06e7e34-d779-4fc0-baf2-aae83a458744
-9.15988043453763,38.770033017018,263,LUMIAR,Alameda das Linhas Torres em frente ao 199,Junto banco jardim na lateral da farmácia,Passeio,HOTSPOT,759,2,CONCLUÍDO,759,5846,9222,,1970/01/01 00:00:00+00,,f9ddbe60-e0c7-4028-acce-e633b2facaa1
-9.15044847978723,38.7214077532893,264,SANTO ANTÓNIO,"R Castilho, em frente ao 15A",<Null>,Passeio,HOTSPOT,858,2,CONCLUÍDO,858,5847,9222,,1970/01/01 00:00:00+00,,da5f292b-04db-481a-86fb-e8d0f7b96c2f
-9.14963603266449,38.7204800469089,265,SANTO ANTÓNIO,R Castilho em frente ao 5,<Null>,Passeio,HOTSPOT,861,2,CONCLUÍDO,861,5848,9222,,1970/01/01 00:00:00+00,,9512c186-4e99-4219-8cca-2a09f5369eb3
-9.15044982456521,38.7198927966688,266,SANTO ANTÓNIO,"R Salitre, em frente ao 2",espaço antes da reserva do hotel,Passeio,HOTSPOT,864,2,CONCLUÍDO,864,5849,9222,,1970/01/01 00:00:00+00,,839a2e34-6af2-4d14-b7b5-7611b3b8cb7a
-9.14976038016108,38.7231179750741,267,SANTO ANTÓNIO,"R Duque de Palmela, em frente ao 11A",entre caldeiras das árvores,Passeio,HOTSPOT,876,2,CONCLUÍDO,876,5850,9222,,1970/01/01 00:00:00+00,,712ebafb-5206-4a7d-8583-b36d2a9d221a
-9.14889227881323,38.7231248433635,268,SANTO ANTÓNIO,Av Alexandre Herculano em frente ao 14,entre caldeiras das árvores,Passeio,HOTSPOT,878,2,CONCLUÍDO,878,5851,9222,,1970/01/01 00:00:00+00,,a385003a-3acc-4336-aa68-591be7b62567
-9.15080162459341,38.7233784881249,269,SANTO ANTÓNIO,"R Mouzinho da Silveira, em frente ao 34B",<Null>,Passeio,HOTSPOT,882,2,CONCLUÍDO,882,5852,9222,,1970/01/01 00:00:00+00,,8e2d8635-bf30-46b2-a93f-8890fa07853b
-9.1494292279097,38.7216000963761,270,SANTO ANTÓNIO,"R Mouzinho da Silveira, em frente ao 3",<Null>,Passeio,HOTSPOT,884,2,CONCLUÍDO,884,5853,9222,,1970/01/01 00:00:00+00,,810ff881-b57b-4af5-bdd4-8c4dcca14444
-9.14827347522808,38.7222834344619,271,SANTO ANTÓNIO,"R Rosa Araújo, em frente ao 7",Entre a árvore e a caldeira,Passeio,HOTSPOT,888,2,CONCLUÍDO,888,5854,9222,,1970/01/01 00:00:00+00,,d798b851-8514-4fdd-aed5-c8f52a0e5f4f
-9.1491507034592,38.7218153822579,272,SANTO ANTÓNIO,"R Rosa Araújo, em frente ao  41",entrada Casa Museu Medeiros,Passeio,HOTSPOT,889,2,CONCLUÍDO,889,5855,9222,,1970/01/01 00:00:00+00,,ac363580-c692-4505-816c-d0f09e9e38b0
-9.14446288287826,38.7493395444623,273,ALVALADE,"Av Estados Unidos da América, lateral do 118","Entre a luminária e o contador perto da esquina de acesso ao campo de jogos, mais encostado à luminária",Passeio,HOTSPOT,330,2,CONCLUÍDO,330,5856,9222,,1970/01/01 00:00:00+00,,2eb1b5f9-e49f-4f6d-856c-85d9ac5eec36
-9.13856303914632,38.7582104104808,274,ALVALADE,"Largo João Vaz, ao lado do 4",A seguir ao lugar de estacionamento existente,Passeio,HOTSPOT,340,2,CONCLUÍDO,340,5857,9222,,1970/01/01 00:00:00+00,,a90cb066-3e1e-4030-b184-220ce9e03ff0
-9.15246854382453,38.718758430026,275,SANTO ANTÓNIO,"Largo de São Mamede,lateral 1",Junto ao muro ao lado dos contentores de roupa,Passeio,HOTSPOT,461,2,CONCLUÍDO,461,5858,9222,,1970/01/01 00:00:00+00,,e68b1773-3055-40b6-9076-7de021eb1680
-9.14496293457274,38.7156186217661,276,SANTO ANTÓNIO,"R Dom Pedro V, 2","Junto ao muro, após o portão onde estão localizadas motociclos na foto",Passeio,HOTSPOT,468,2,CONCLUÍDO,468,5859,9222,,1970/01/01 00:00:00+00,,45afb8b5-eff8-4c8c-8ff9-ff79b94f8abf
-9.15505694678924,38.7352563248811,277,AVENIDAS NOVAS,"R Ramalho Ortigão, 3A",No seguimento do recorte para estacionamento. Ter em conta abertura de portas dos automóveis.,Passeio,HOTSPOT,905,2,CONCLUÍDO,905,5860,9222,,1970/01/01 00:00:00+00,,4be2ba99-8915-4519-b1e5-d80f37a27836
-9.1188280863151,38.7724244096485,278,OLIVAIS,"Alameda da Encarnação, entrada USFvasco Gama",alinhados junto ao canteiro,Passeio,HOTSPOT,933,2,CONCLUÍDO,933,5861,9222,,1970/01/01 00:00:00+00,,c05f3fe8-e2a9-4542-94ed-2c456a8dee40
-9.1147054354053,38.7746724880253,279,OLIVAIS,"R General Silva Freire, entrada metro Encarnação",Alinhado entre caldeiras,Passeio,HOTSPOT,974,2,CONCLUÍDO,974,5862,9222,,1970/01/01 00:00:00+00,,bfcaa153-6995-41e8-9400-c20b19774692
-9.11216684312475,38.7608101829394,280,OLIVAIS,"R Cidade de Bissau , saída do metro","Implantado na lateral das escadas , junto ao muro",Passeio,HOTSPOT,977,2,CONCLUÍDO,977,5863,9222,,1970/01/01 00:00:00+00,,9d04688e-252d-437a-8c69-3a874fe67b3c
-9.10954921976049,38.761802523651,281,OLIVAIS,"R Eurico da Fonseca, frente Loja Social dos Olivais, 30",Esquina entre estacionamentos,Passeio,HOTSPOT,1003,2,CONCLUÍDO,1003,5864,9222,,1970/01/01 00:00:00+00,,98882025-a73a-4625-a146-e71f562152fe
-9.14099362338699,38.7446147031573,282,AREEIRO,"Av Sacadura Cabral, 18",Colocar o estacionamento no passeio do separador central após blocos amarelos,Passeio,HOTSPOT,444,2,CONCLUÍDO,444,5865,9222,,1970/01/01 00:00:00+00,,f3d2f87e-cc80-450c-9ad2-fe3845b458a0
-9.12277643172047,38.7662301304983,283,OLIVAIS,"R Cidade Vila Cabral, 353",Paralelo ao lugar de estacionamento onde se localiza o vidrão na zona de passeio,Passeio,HOTSPOT,992,2,CONCLUÍDO,992,5866,9222,,1970/01/01 00:00:00+00,,af932d13-d11d-4629-bf74-0360de45a9a1
-9.1184086000269,38.7728595404514,284,OLIVAIS,"Alameda da Encarnação, quiosque",Colocar o 1º sheffield após a papeleira para o lado da via,Passeio,HOTSPOT,1000,2,CONCLUÍDO,1000,5867,9222,,1970/01/01 00:00:00+00,,5ca245c9-032d-4303-a46c-929af4fa9d3e
-9.16032838664059,38.7710520776639,285,LUMIAR,"Alameda das linhas de Torres, 22A","Entre caldeiras,  e a luminária alinhado e centrado",Passeio,HOTSPOT,484,2,CONCLUÍDO,484,5868,9222,,1970/01/01 00:00:00+00,,6ee2a08f-256b-4ba0-89bd-f8ed39d5b4fb
-9.15396604528462,38.7651485923785,286,LUMIAR,"R Manuel Marques, 13B","Após os lugares de estacionamentos, alinhados e próximo da luminária",Passeio,HOTSPOT,476,2,CONCLUÍDO,476,5869,9222,,1970/01/01 00:00:00+00,,15741e0e-6253-4761-a08b-76b064066d31
-9.15387103407027,38.7654182405415,287,LUMIAR,"R Manuel Marques, 9B","Entre caldeiras, e a via",Passeio,HOTSPOT,477,2,CONCLUÍDO,477,5870,9222,,1970/01/01 00:00:00+00,,fad64233-67ca-4cc1-8f74-0025947a6fb1
-9.17220372931939,38.7484435987744,288,SÃO DOMINGOS DE BENFICA,"R Xavier Araújo, entrada metro das Laranjeiras","Na esquina entre o muro e as escadas, a seguir à luminária existente e junto muro",Passeio,HOTSPOT,1244,4,CONCLUÍDO,1244,5871,9222,,1970/01/01 00:00:00+00,,6d75f559-0b10-4048-bfb3-4a0030e22db5
-9.17222030054145,38.7502174571884,289,SÃO DOMINGOS DE BENFICA,"R Manuel da Silva Real, Pingo Doce",Junto à parede entre portas centrado ,Passeio,HOTSPOT,1249,2,CONCLUÍDO,1249,5872,9222,,1970/01/01 00:00:00+00,,11a7d4f0-d0d1-4e2e-9bff-c031a9070e98
-9.17217325936328,38.7510034174694,290,SÃO DOMINGOS DE BENFICA,"R Virgílio Correia, 2A",No alinhamentos do estacionamento existentejunto aos pilaretes,Passeio,HOTSPOT,1250,2,CONCLUÍDO,1250,5873,9222,,1970/01/01 00:00:00+00,,803c5799-932e-4b91-972a-248ccba3c688
-9.17254142759425,38.7526331962608,291,SÃO DOMINGOS DE BENFICA,"R São Tomás de Aquilo, entrada da igreja",Após o canteiro e junto ao murete,Passeio,HOTSPOT,1254,2,CONCLUÍDO,1254,5874,9222,,1970/01/01 00:00:00+00,,f7e3e37b-1280-4eb1-ab69-4a01c42506fe
-9.17601195460843,38.7549427613434,292,SÃO DOMINGOS DE BENFICA,"Estrada da Luz, 165",Após o sinal junto ao lancil alinhado com os pilaretes,Passeio,HOTSPOT,1262,2,CONCLUÍDO,1262,5875,9222,,1970/01/01 00:00:00+00,,11c887c0-f34d-4869-bdcf-b22c65383192
-9.17521146496043,38.7561731400065,293,SÃO DOMINGOS DE BENFICA,"R Tomás da Fonseca, 3B entre Torre H e A","Junto ao canteiro, após a caixa no pavimento",Passeio,HOTSPOT,1264,4,CONCLUÍDO,1264,5876,9222,,1970/01/01 00:00:00+00,,ebaf9073-708c-4a54-99af-4feeefe38851
-9.17583852406304,38.7561758895535,294,SÃO DOMINGOS DE BENFICA,"R Tomás da Fonseca, 1-3, Torre G","Junto ao canteiro,centrando na zona de modo a dar espaço para circulação pedonal",Passeio,HOTSPOT,1265,4,CONCLUÍDO,1265,5877,9222,,1970/01/01 00:00:00+00,,ef854ee9-2267-48f1-9e13-59608749c950
-9.17771023222946,38.7565786392658,295,SÃO DOMINGOS DE BENFICA,"Estrada da Luz, 197",No alinhamentos do estacionamento existente permitindo a abertura de portas (zona fotografia caixote lixo),Passeio,HOTSPOT,1266,2,CONCLUÍDO,1266,5878,9222,,1970/01/01 00:00:00+00,,639e9329-bd57-4e3d-b36e-bfcf951601ef
-9.18002214991939,38.7495365434087,296,SÃO DOMINGOS DE BENFICA,"R João de Freitas Branco, entrada metro Alto dos Moinhos ( Lusíadas)","Antes da caldeira , junto pilaretes",Passeio,HOTSPOT,1270,2,CONCLUÍDO,1270,5879,9222,,1970/01/01 00:00:00+00,,c35d8d15-0b39-4bd0-ba94-03f8fd773473
-9.17843464984426,38.7488679304573,297,SÃO DOMINGOS DE BENFICA,Esquina da R Abílio Mendes com a R Francisco Ferrer,Junto à caldeira (fotografia estão as motociclo),Passeio,HOTSPOT,1271,2,CONCLUÍDO,1271,5880,9222,,1970/01/01 00:00:00+00,,89e65fc4-111f-4c1f-bd0e-abc1e4e08296
-9.17711905992413,38.748749559523,298,SÃO DOMINGOS DE BENFICA,R Abílio Mendes com a R Mário Azevedo Gomes,"Junto ao pilaretes (lancil), alinhado o  1º suporte com o pilarete mais afastado da passadeira.",Passeio,HOTSPOT,1272,2,CONCLUÍDO,1272,5881,9222,,1970/01/01 00:00:00+00,,6db5b59c-2310-444f-a512-a3df2273f816
-9.1557562133727,38.7747489917209,299,LUMIAR,"Av David Mourão-Ferreira, 62 ","Em frente ao Continente, no passeio junto do último lugar de estacionamento, antes do acesso ao parque de estacionamento",Passeio,HOTSPOT,753,2,CONCLUÍDO,753,5882,9222,,1970/01/01 00:00:00+00,,a5065b25-3f8b-4410-ab91-cb92cff5d1b4
-9.17675084318411,38.7556711234709,300,SÃO DOMINGOS DE BENFICA,"Estrada da Luz, 177F",Junto ao pilaretes (lancil),Passeio,HOTSPOT,1332,2,CONCLUÍDO,1332,5883,9222,,1970/01/01 00:00:00+00,,6ac63990-5a88-4d35-a76b-5a9b1efc012d
-9.14457125653246,38.7078599324364,301,MISERICORDIA,"Praça de S. Paulo, 90",,Lugar de estacionamento automóvel,HOTSPOT,999995,2,CONCLUÍDO,999995,5884,9222,,1970/01/01 00:00:00+00,,f6bf2818-f15d-4ec9-b4fd-bf7879508d33
-9.14451387305044,38.7078410209771,302,MISERICORDIA,"Praça de S. Paulo, 90",,Lugar de estacionamento automóvel,HOTSPOT,999994,3,CONCLUÍDO,999994,5885,9222,,1970/01/01 00:00:00+00,,ae34e196-e69c-4fe4-b034-a9dd75841ff2
-9.14486284069056,38.7079557086873,303,MISERICORDIA,"Praça de S. Paulo, 110",,Lugar de estacionamento automóvel,HOTSPOT,999993,4,CONCLUÍDO,999993,5886,9222,,1970/01/01 00:00:00+00,,3361b63a-f563-453d-a90d-234a5ce55c3a
-9.14492122399748,38.7079747245644,304,MISERICORDIA,"Praça de S. Paulo, 112 - 114",,Lugar de estacionamento automóvel,HOTSPOT,999992,4,CONCLUÍDO,999992,5887,9222,,1970/01/01 00:00:00+00,,ab1f0980-23ee-4b47-85f9-f628a388174b
-9.14523605475846,38.7080786419989,305,MISERICORDIA,"Praça de S. Paulo, 134 - 138",,Lugar de estacionamento automóvel,HOTSPOT,999991,7,CONCLUÍDO,999991,5888,9222,,1970/01/01 00:00:00+00,,77db5e44-2b73-40d4-9925-c738f32ad607
-9.14721508824517,38.7504401810365,306,ALVALADE,"Rua Fernando Pessoa, 20",,Lugar estacionamento automóvel,HOTSPOT,1802,3,CONCLUÍDO,1802,5889,9222,,1970/01/01 00:00:00+00,,064932a2-b87e-435e-b2ad-d5ce48527d84
-9.14545728106686,38.7523433159798,307,ALVALADE,"Rua Fernando Pessoa, 12",,Lugar estacionamento automóvel,HOTSPOT,1803,3,CONCLUÍDO,1803,5890,9222,,1970/01/01 00:00:00+00,,437efdbe-2193-4be5-b251-a6a70208d0e9
-9.14348140336178,38.7495163763171,308,ALVALADE,"Rua António Patrício, parque estacionamento",,Via,HOTSPOT,1869,3,CONCLUÍDO,1869,5891,9222,,1970/01/01 00:00:00+00,,611b0e31-fbae-4267-9ef3-4567f240468b
-9.14329283800049,38.7495618296799,309,ALVALADE,"Rua António Patrício, parque estacionamento",,Via,HOTSPOT,1870,3,CONCLUÍDO,1870,5892,9222,,1970/01/01 00:00:00+00,,3d091479-2387-4711-bf17-0b3fa9ba03ba
-9.14298550368055,38.7496349218269,310,ALVALADE,"Rua António Patrício, parque estacionamento",,Via,HOTSPOT,1871,3,CONCLUÍDO,1871,5893,9222,,1970/01/01 00:00:00+00,,e5b30f91-db90-460c-a09b-5b16294d43df
-9.11351281676274,38.7751992383776,311,OLIVAIS,"Rua Capitão Tenente Oliveira e Cargo, 144",Alinhado entre a caldeira da árvore e a luminária,Passeio,HOTSPOT,998,2,CONCLUÍDO,998,5894,9222,,1970/01/01 00:00:00+00,,cfe90806-3587-444e-84fa-38851183c24e
-9.15342695370621,38.7101034606916,312,ESTRELA,"Av D Carlos I, em frente ao 97",<Null>,Lugar estacionamento automóvel,HOTSPOT,264,2,CONCLUÍDO,264,5895,9222,,1970/01/01 00:00:00+00,,0dc0aaa1-e234-43b3-a500-62c47956a25b
-9.15113655515889,38.7087700943016,313,MISERICÓRDIA,"R da Boavista , 12",Lugar de estacionamento após a proposta motociclos e antes do lugar de Mobilidade Reduzida,Lugar estacionamento automóvel,HOTSPOT,116751,2,CONCLUÍDO,116751,5896,9222,,1970/01/01 00:00:00+00,,c7d0878c-57f8-43a5-959d-195aa5afe6b5
-9.14415439242656,38.7144251520848,314,MISERICÓRDIA,R de São Pedro de Alcântara em frente ao 55 do outro lado da via,"Primeiro lugar, atrás lugar reservado CGTP",Lugar estacionamento automóvel,HOTSPOT,60,2,CONCLUÍDO,60,5897,9222,,1970/01/01 00:00:00+00,,ed035aca-37b0-4562-b825-e8e6ace863a8
-9.16108727530777,38.7279006550356,315,CAMPOLIDE,"Rua Marquês da Fronteira, 72A
",Lugar de estacionamento antes lugar de motociclos,Lugar estacionamento automóvel,HOTSPOT,176806,2,CONCLUÍDO,176806,5898,9222,,1970/01/01 00:00:00+00,,1b24291e-bc80-4739-8540-8cbbd1a252d1
-9.16340212240387,38.7272816982923,316,CAMPOLIDE,"R Marquês da Fronteira, 177
",Ultímo lugar de estacioanemnto antes da passadeira,Lugar estacionamento automóvel,HOTSPOT,176818,2,CONCLUÍDO,176818,5899,9222,,1970/01/01 00:00:00+00,,8542ae66-6d01-4d44-bca8-ddf802f46066
-9.16244397213528,38.7254314999647,317,CAMPOLIDE,"R Prof. Sousa da Câmara, 154",Lugar entre C&D e entrada garagem,Lugar estacionamento automóvel,HOTSPOT,174390,2,CONCLUÍDO,174390,5900,9222,,1970/01/01 00:00:00+00,,3a6546e9-e57f-4150-9258-99209a2648a2
-9.14127544285793,38.7315290946386,318,ARROIOS,R Almirante Barroso 1b,Lugar de estacionamento tarifado isolado antes da passadeira,Lugar estacionamento automóvel,HOTSPOT,3815,2,CONCLUÍDO,3815,5901,9222,,1970/01/01 00:00:00+00,,c19b2ff4-acb3-47a9-9c3a-79a4816badb1
-9.13641979362572,38.7323488632593,319,ARROIOS,R Carlos José Barreiros com a R de Arroios,Raia no exterior da curva,Lugar estacionamento automóvel,HOTSPOT,370,2,CONCLUÍDO,370,5902,9222,,1970/01/01 00:00:00+00,,5ee77b07-4fce-4587-95ab-ecae0ee30445
-9.13627691478315,38.7267430007396,320,ARROIOS,R de Arroios 11,Último lugar tarifado antes da passadeira,Lugar estacionamento automóvel,HOTSPOT,149172,2,CONCLUÍDO,149172,5903,9222,,1970/01/01 00:00:00+00,,a461bf5f-bfca-4711-8c53-3239440d6399
-9.1354850202158,38.7280581068712,321,ARROIOS,"R Frei Francisco Foreiro, 11","Primeiro lugar de estacionamento tarifado após a passadeira, do lado esquerdo da via",Lugar estacionamento automóvel,HOTSPOT,96051,2,CONCLUÍDO,96051,5904,9222,,1970/01/01 00:00:00+00,,64ee07d5-6e3e-4e91-af91-92440658e8af
-9.13540556512723,38.7297686796544,322,ARROIOS,"R António Pedro, 95 (do lado oposto da via)",Lugar de estacionamento tarifado entre passadeira e entrada/saída de garagem,Lugar estacionamento automóvel,HOTSPOT,88034,2,CONCLUÍDO,88034,5905,9222,,1970/01/01 00:00:00+00,,089f3cf2-7c9a-4326-ba8d-3cf4b2fdb898
-9.14081383636266,38.7311361243747,323,ARROIOS,R de Dona Estefânia 127a,Lugar tarifado após ecoponto,Lugar estacionamento automóvel,HOTSPOT,93674,2,CONCLUÍDO,93674,5906,9222,,1970/01/01 00:00:00+00,,48a346bc-2c3b-4bc4-aacd-ba5495f5d439
-9.14139324343271,38.734501364827,324,ARROIOS,"R D Estefânia, 112, 114 e 116",Lugar tarifado entre esplanada e entrada/saída garagem,Lugar estacionamento automóvel,HOTSPOT,93856,2,CONCLUÍDO,93856,5907,9222,,1970/01/01 00:00:00+00,,f46ef332-d864-439a-a0b0-d1d70e2e1550
-9.14198188967546,38.7274277424102,325,ARROIOS,"R Gomes Freire, 162",Primeiro lugar de estacionamento após o lugar de motociclos existente,Lugar estacionamento automóvel,HOTSPOT,96423,2,CONCLUÍDO,96423,5908,9222,,1970/01/01 00:00:00+00,,56a28d82-f25f-4cd0-a5d3-3218c005db15
-9.14070457068138,38.7299255345141,326,ARROIOS,R Escola Medicina Veterinária 2,"Último lugar estacionamento tarifado, do lado esquerdo da via, antes da passadeira",Lugar estacionamento automóvel,HOTSPOT,114074,4,CONCLUÍDO,114074,5909,9222,,1970/01/01 00:00:00+00,,9b1dcc26-d955-447c-a724-e371d7673a50
-9.10782032306299,38.7303320406031,327,BEATO,R do Grilo em frente ao 116A do lado oposto da via.,<Null>,Lugar estacionamento automóvel,HOTSPOT,707,2,CONCLUÍDO,707,5910,9222,,1970/01/01 00:00:00+00,,edab9ca1-7165-4df5-9c8d-166d2b2970d1
-9.19594981799769,38.7500101461528,328,BENFICA,Estrada de Benfica frente  EB23 Quinta Marrocos,<Null>,Lugar estacionamento automóvel,HOTSPOT,613,2,CONCLUÍDO,613,5911,9222,,1970/01/01 00:00:00+00,,006d15cc-470b-4cec-a71c-d7a068ba065c
-9.14930160605389,38.7547207261596,329,ALVALADE,Rua Afonso Lopes,No extremo nascente da ilha do estacionamento,Via,HOTSPOT,1872,2,CONCLUÍDO,1872,5912,9222,,1970/01/01 00:00:00+00,,09167bb5-8448-4513-a0cc-0f78badd1e11
-9.20148460795772,38.7489615142425,330,BENFICA,Alameda Padre Alváro Proença em lugar isolado entre saida emergencia e árvore,<Null>,Lugar estacionamento automóvel,HOTSPOT,614,2,CONCLUÍDO,614,5913,9222,,1970/01/01 00:00:00+00,,40022beb-afdd-4df6-9fc7-be4c647b0a42
-9.18342567608808,38.7650774241003,331,CARNIDE,"R Laura Ayres, lote 17","Após entrada da universidade Europeia, a seguir a raia existente na zona de entrada o primeiro lugar existente",Lugar estacionamento automóvel,HOTSPOT,353,2,CONCLUÍDO,353,5914,9222,,1970/01/01 00:00:00+00,,ced96c8b-9f4a-4b95-8f96-981c9c7a5d9e
-9.1423846915539,38.7567107924867,332,ALVALADE,"R João Saraiva em frente ao 24, antes do lugar de mota em lugar informal de estacionamento",<Null>,Lugar estacionamento automóvel,HOTSPOT,823,2,CONCLUÍDO,823,5915,9222,,1970/01/01 00:00:00+00,,02fe103c-1e73-4527-99d7-2acb779a527d
-9.0980872907586,38.7780992643767,333,PARQUE DAS NAÇÕES,R de Moscavide ao Parque das Nações,No lugar de estacionamento de bicicletas existente,Lugar estacionamento automóvel,HOTSPOT,516,2,CONCLUÍDO,516,5916,9222,,1970/01/01 00:00:00+00,,0fc5d255-947f-49df-961b-416da8c8afd2
-9.09740117281595,38.7759885652424,334,PARQUE DAS NAÇÕES,Av D. João II em frente ao 4.69.0.1,No primeiro lugar de estacionamento,Lugar estacionamento automóvel,HOTSPOT,515,2,CONCLUÍDO,515,5917,9222,,1970/01/01 00:00:00+00,,e7d717f6-6649-454d-b140-81acb6178f25
-9.15552656446022,38.7065545070593,335,ESTRELA,"Av 24 de Julho, em frente à estação de Santos",no primeiro lugar após passadeira e antes lugar de motas,Lugar estacionamento automóvel,HOTSPOT,260,2,CONCLUÍDO,260,5918,9222,,1970/01/01 00:00:00+00,,1c392bcf-b10e-4eb0-80b1-cdb4001771ff
-9.1915811688372,38.6979477445022,336,BELÉM,R da Junqueira em frente ao 188,"frente Univ Lusiada, no lugar de estacionamento em frente ao do de motas",Lugar estacionamento automóvel,HOTSPOT,23,2,CONCLUÍDO,23,5919,9222,,1970/01/01 00:00:00+00,,b4c132e8-849c-4b75-9780-8223b63ff853
-9.20624394611339,38.7023139224916,337,BELÉM,"R Gonçalves Zarco, em fente 21H",Perto entrada do Minipreço (lugar de estacionamneto não marcado) ,Lugar estacionamento automóvel,HOTSPOT,241,2,CONCLUÍDO,241,5920,9222,,1970/01/01 00:00:00+00,,f54fb4f8-8074-41ec-a891-27e73d022c69
-9.11422041881371,38.7680006009821,338,OLIVAIS,R Cidade de Gabela,Primeiro lugar de estacionamento após a entrada do hospital SAMS,Lugar estacionamento automóvel,HOTSPOT,936,2,CONCLUÍDO,936,5921,9222,,1970/01/01 00:00:00+00,,4394c15e-3030-432c-9480-5251885c4ee5
-9.14012913326657,38.7448233953937,339,AREEIRO,"Av Sacadura Cabral, 4B",Último lugar de estacionamento (zona curva) em frente à passagem pedonal,Lugar estacionamento automóvel,HOTSPOT,443,2,CONCLUÍDO,443,5922,9222,,1970/01/01 00:00:00+00,,cef579bb-8e65-471f-9bbc-5acc32e96caf
-9.19956983365828,38.6988739071761,340,BELÉM,"Calçada da Ajuda, em frente 72 B",Lateral à entrada do Teatro Luis de Camões,Lugar estacionamento automóvel,HOTSPOT,223,2,CONCLUÍDO,223,5923,9222,,1970/01/01 00:00:00+00,,760636c9-429d-45cb-9de1-715bc009a33c
-9.2077449797492,38.7058144403493,341,BELÉM,"Av Ilha da Madeira, em frente 30A",Último lugar de estacionamento,Lugar estacionamento automóvel,HOTSPOT,242,4,CONCLUÍDO,242,5924,9222,,1970/01/01 00:00:00+00,,ff067424-5937-4e26-a692-80ae6ec7d0cb
-9.12045626300463,38.7254556349098,342,PENHA DE FRANÇA,"R Adolfo Coelho, largo em frente ao USF Monte Pedral, a seguir ao 9",Após estacionamento de motociclos,Via,HOTSPOT,779,2,CONCLUÍDO,779,5925,9222,,1970/01/01 00:00:00+00,,02afb9dd-6c5d-4bce-bac9-dce7fa07bca0
